iter	Passed	Remaining
1661	97088	19744
1662	97152	19687
1663	97210	19628
1664	97264	19569
1665	97318	19510
1666	97380	19452
1667	97442	19395
1668	97497	19335
1669	97556	19277
1670	97618	19219
1671	97677	19161
1672	97736	19103
1673	97803	19046
1674	97858	18987
1675	97923	18930
1676	97985	18872
1677	98047	18814
1678	98116	18758
1679	98171	18699
1680	98240	18642
1681	98303	18585
1682	98357	18525
1683	98412	18466
1684	98476	18409
1685	98537	18351
1686	98592	18292
1687	98653	18234
1688	98719	18177
1689	98774	18118
1690	98846	18062
1691	98912	18005
1692	98977	17948
1693	99051	17892
1694	99108	17833
1695	99173	17776
1696	99234	17718
1697	99287	17658
1698	99347	17600
1699	99410	17543
1700	99472	17485
1701	99530	17426
1702	99585	17367
1703	99645	17309
1704	99712	17252
1705	99773	17194
1706	99827	17134
1707	99895	17078
1708	99960	17020
1709	100021	16962
1710	100077	16903
1711	100141	16846
1712	100195	16787
1713	100252	16728
1714	100302	16668
1715	100361	16609
1716	100419	16551
1717	100468	16491
1718	100531	16433
1719	100588	16374
1720	100652	16317
1721	100709	16258
1722	100764	16199
1723	100819	16140
1724	100873	16081
1725	100935	16023
1726	100992	15964
1727	101055	15906
1728	101120	15849
1729	101173	15790
1730	101229	15731
1731	101289	15672
1732	101350	15614
1733	101401	15555
1734	101457	15496
1735	101511	15437
1736	101574	15379
1737	101648	15323
1738	101708	15265
1739	101769	15206
1740	101828	15148
1741	101890	15090
1742	101956	15033
1743	102013	14974
1744	102076	14916
1745	102139	14858
1746	102199	14800
1747	102264	14742
1748	102330	14685
1749	102385	14626
1750	102443	14567
1751	102495	14508
1752	102551	14449
1753	102606	14390
1754	102666	14332
1755	102721	14273
1756	102778	14214
1757	102835	14156
1758	102893	14097
1759	102965	14040
1760	103034	13983
1761	103097	13925
1762	103150	13866
1763	103204	13807
1764	103265	13749
1765	103321	13690
1766	103380	13631
1767	103441	13573
1768	103500	13515
1769	103562	13457
1770	103626	13399
1771	103687	13341
1772	103751	13283
1773	103804	13224
1774	103862	13165
1775	103924	13107
1776	103986	13049
1777	104041	12990
1778	104107	12932
1779	104171	12875
1780	104233	12817
1781	104293	12758
1782	104356	12700
1783	104418	12642
1784	104475	12583
1785	104532	12525
1786	104592	12466
1787	104650	12408
1788	104709	12349
1789	104767	12291
1790	104833	12233
1791	104899	12175
1792	104963	12117
1793	105021	12059
1794	105086	12001
1795	105147	11943
1796	105204	11884
1797	105271	11826
1798	105329	11768
1799	105387	11709
1800	105447	11651
1801	105498	11591
1802	105561	11533
1803	105621	11475
1804	105682	11417
1805	105748	11359
1806	105809	11301
1807	105874	11243
1808	105941	11185
1809	106002	11127
1810	106058	11068
1811	106112	11009
1812	106170	10950
1813	106229	10892
1814	106283	10833
1815	106346	10775
1816	106402	10716
1817	106464	10658
1818	106524	10599
1819	106581	10540
1820	106642	10482
1821	106700	10424
1822	106764	10366
1823	106835	10308
1824	106900	10250
1825	106971	10193
1826	107032	10134
1827	107091	10076
1828	107155	10018
1829	107214	9959
1830	107278	9901
1831	107342	9843
1832	107395	9784
1833	107457	9726
1834	107514	9667
1835	107571	9608
1836	107632	9550
1837	107697	9492
1838	107761	9434
1839	107814	9375
1840	107871	9316
1841	107924	9257
1842	107979	9198
1843	108035	9139
1844	108091	9080
1845	108151	9022
1846	108206	8963
1847	108269	8905
1848	108329	8846
1849	108392	8788
1850	108448	8729
1851	108505	8671
1852	108569	8612
1853	108627	8554
1854	108691	8496
1855	108737	8436
1856	108791	8377
1857	108848	8318
1858	108912	8260
1859	108963	8201
1860	109021	8142
1861	109087	8084
1862	109152	8026
1863	109210	7968
1864	109269	7909
1865	109330	7851
1866	109383	7792
1867	109436	7733
1868	109495	7674
1869	109554	7616
1870	109610	7557
1871	109672	7498
1872	109732	7440
1873	109787	7381
1874	109845	7323
1875	109895	7263
1876	109950	7205
1877	110014	7146
1878	110076	7088
1879	110139	7030
1880	110199	6971
1881	110253	6912
1882	110311	6854
1883	110367	6795
1884	110422	6736
1885	110479	6678
1886	110538	6619
1887	110591	6560
1888	110652	6502
1889	110706	6443
1890	110766	6384
1891	110823	6326
1892	110880	6267
1893	110935	6208
1894	110994	6150
1895	111069	6092
1896	111129	6033
1897	111187	5975
1898	111240	5916
1899	111292	5857
1900	111356	5799
1901	111413	5740
1902	111469	5681
1903	111525	5623
1904	111579	5564
1905	111636	5505
1906	111690	5446
1907	111746	5388
1908	111808	5329
1909	111873	5271
1910	111935	5213
1911	112004	5155
1912	112063	5096
1913	112123	5037
1914	112178	4979
1915	112236	4920
1916	112292	4861
1917	112355	4803
1918	112410	4744
1919	112471	4686
1920	112533	4627
1921	112592	4569
1922	112651	4510
1923	112709	4452
1924	112775	4393
1925	112841	4335
1926	112905	4277
1927	112967	4218
1928	113023	4160
1929	113087	4101
1930	113154	4043
1931	113216	3984
1932	113269	3926
1933	113323	3867
1934	113374	3808
1935	113435	3749
1936	113496	3691
1937	113558	3632
1938	113613	3574
1939	113671	3515
1940	113731	3457
1941	113787	3398
1942	113841	3339
1943	113898	3281
1944	113959	3222
1945	114014	3163
1946	114074	3105
1947	114139	3046
1948	114199	2988
1949	114264	2929
1950	114317	2871
1951	114371	2812
1952	114426	2753
1953	114489	2695
1954	114556	2636
1955	114610	2578
1956	114668	2519
1957	114732	2461
1958	114793	2402
1959	114856	2344
1960	114910	2285
1961	114974	2226
1962	115032	2168
1963	115091	2109
1964	115150	2051
1965	115209	1992
1966	115271	1933
1967	115333	1875
1968	115398	1816
1969	115464	1758
1970	115519	1699
1971	115570	1640
1972	115628	1582
1973	115691	1523
1974	115754	1465
1975	115816	1406
1976	115868	1347
1977	115926	1289
1978	115987	1230
1979	116040	1172
1980	116096	1113
1981	116158	1054
1982	116219	996
1983	116281	937
1984	116343	879
1985	116405	820
1986	116461	761
1987	116524	703
1988	116577	644
1989	116626	586
1990	116689	527
1991	116756	468
1992	116820	410
1993	116890	351
1994	116948	293
1995	117008	234
1996	117068	175
1997	117128	117
1998	117194	58
1999	117252	0
