iter	RMSE
255	254524.0075
256	254461.2697
257	254377.4258
258	254297.0337
259	254233.7805
260	254090.8934
261	254008.4878
262	253860.7116
263	253789.9108
264	253687.6995
265	253599.1112
266	253512.7651
267	253450.1582
268	253341.7274
269	253238.2401
270	253151.0185
271	253044.1039
272	252981.7677
273	252870.5693
274	252826.6192
275	252743.4553
276	252666.1063
277	252521.9596
278	252469.9769
279	252329.5711
280	252253.8807
281	252191.7221
282	252062.2046
283	251991.9233
284	251931.4883
285	251836.776
286	251768.5176
287	251641.7797
288	251537.6677
289	251417.028
290	251325.31
291	251267.5829
292	251161.7365
293	250997.3347
294	250901.7056
295	250827.9828
296	250744.1193
297	250667.672
298	250606.9344
299	250539.8213
300	250406.6484
301	250240.3039
302	250128.8099
303	250047.6939
304	249993.4017
305	249887.7421
306	249841.1919
307	249773.1357
308	249712.5486
309	249684.071
310	249589.3938
311	249541.3179
312	249474.5238
313	249379.2062
314	249309.104
315	249226.4793
316	249164.6069
317	249083.5005
318	249029.5007
319	248964.2979
320	248888.4288
321	248845.8266
322	248799.6135
323	248732.719
324	248632.4648
325	248609.4026
326	248566.952
327	248463.5288
328	248401.2863
329	248345.1329
330	248239.0257
331	248182.8551
332	248144.0317
333	248099.8135
334	248064.3074
335	248008.8772
336	247912.5737
337	247862.0558
338	247719.224
339	247681.8599
340	247622.8568
341	247525.2215
342	247458.9779
343	247411.0656
344	247336.5087
345	247272.4041
346	247217.4812
347	247132.7336
348	247031.5507
349	246973.9111
350	246908.1865
351	246810.1274
352	246710.7825
353	246670.7246
354	246627.5455
355	246544.7092
356	246472.5191
357	246387.2196
358	246318.1903
359	246227.9795
360	246191.4419
361	246166.0639
362	246084.5247
363	246004.7427
364	245933.9426
365	245933.0585
366	245867.9452
367	245811.9272
368	245690.9071
369	245566.8718
370	245510.6628
371	245445.078
372	245346.1173
373	245300.1984
374	245178.6838
375	245128.278
376	245053.6156
377	244972.8942
378	244927.5317
379	244857.3076
380	244770.1486
381	244694.8366
382	244614.1907
383	244563.4606
384	244525.3991
385	244478.2984
386	244434.127
387	244383.1158
388	244330.6238
389	244283.6378
390	244234.1885
391	244184.7071
392	244054.1475
393	244020.3662
394	243947.4747
395	243882.6269
396	243784.8361
397	243730.9263
398	243610.626
399	243534.7217
400	243477.0075
401	243398.4432
402	243347.1278
403	243298.8049
404	243201.1316
405	243121.0136
406	243040.6146
407	243008.8265
408	242927.9299
409	242877.6185
410	242807.6224
411	242749.0298
412	242664.5818
413	242630.3218
414	242595.2881
415	242537.0276
416	242469.9753
417	242389.4623
418	242309.925
419	242273.3327
420	242175.2581
421	242086.0838
422	241989.9534
423	241943.8005
424	241883.7401
425	241842.1322
426	241763.6243
427	241690.6691
428	241620.1606
429	241567.8483
430	241482.1079
431	241407.9183
432	241288.9161
433	241247.7565
434	241175.2972
435	241088.2625
436	241055.6119
437	241008.1964
438	240963.4473
439	240870.0204
440	240801.7094
441	240752.8673
442	240690.9663
443	240650.491
444	240603.6727
445	240566.4289
446	240499.3968
447	240471.138
448	240437.2491
449	240359.0292
450	240265.0425
451	240195.9515
452	240102.1589
453	240042.4303
454	239997.6461
455	239922.5613
456	239823.4969
457	239794.9045
458	239745.26
459	239666.3521
460	239604.2838
461	239542.2329
462	239501.5655
463	239421.2624
464	239346.4194
465	239285.6448
466	239167.7198
467	239104.4487
468	239043.9918
469	239013.714
470	238957.9456
471	238908.0026
472	238878.8854
473	238827.4838
474	238774.4508
475	238703.8955
476	238596.1855
477	238564.7844
478	238514.1736
479	238437.5226
480	238372.6021
481	238308.2624
482	238201.4957
483	238145.6112
484	238062.2117
485	238017.3582
486	237973.9193
487	237944.9946
488	237880.0205
489	237827.3898
490	237728.6578
491	237638.561
492	237605.0561
493	237549.4042
494	237475.1134
495	237399.0933
496	237372.397
497	237330.6579
498	237256.5797
499	237222.5213
500	237148.5443
501	237089.6182
502	237047.4018
503	236961.7448
504	236898.1934
505	236821.506
506	236766.6295
507	236700.4016
508	236649.6928
509	236592.6705
510	236534.9613
511	236480.3004
512	236436.5882
513	236357.2176
514	236314.6136
515	236253.2148
516	236218.3261
517	236178.8684
518	236140.0533
519	236104.1265
520	236028.9397
521	235959.782
522	235899.5468
523	235858.6074
524	235810.9573
525	235759.0778
526	235702.2354
527	235650.5654
528	235596.8419
529	235539.1449
530	235485.7156
531	235409.0718
532	235366.7625
533	235313.3813
534	235265.4266
535	235226.8806
536	235191.216
537	235122.7003
538	235081.5113
539	235018.8388
540	234940.3654
541	234910.5938
542	234851.032
543	234777.3974
544	234740.1146
545	234704.476
546	234679.8537
547	234631.6887
548	234565.1636
549	234518.5432
550	234465.3233
551	234398.3666
552	234311.0211
553	234268.9303
554	234182.8559
555	234131.0825
556	234083.5947
557	234027.8182
558	233979.9322
559	233921.9924
560	233862.8784
561	233779.6032
562	233758.9426
563	233707.1779
564	233660.5334
565	233591.7856
566	233519.6641
567	233485.6797
568	233434.0954
569	233382.5688
570	233335.1181
571	233279.1546
572	233222.8513
573	233196.3128
574	233157.8953
575	233099.717
576	233077.8387
577	233033.0166
578	232987.5249
579	232910.8055
580	232862.482
581	232806.893
582	232746.3338
583	232690.5867
584	232653.0819
585	232619.9293
586	232570.5479
587	232521.1762
588	232440.1876
589	232373.8407
590	232327.581
591	232268.1885
592	232226.2301
593	232181.1079
594	232129.662
595	232099.4441
596	232036.5257
597	231994.4058
598	231970.3176
599	231934.2267
600	231865.9064
601	231819.7507
602	231773.273
603	231731.5364
604	231680.5012
605	231618.2711
606	231569.3707
607	231537.6755
608	231495.2625
609	231428.0874
610	231367.118
611	231317.2214
612	231255.48
613	231210.3302
614	231165.0266
615	231112.1924
616	231059.7577
617	231033.8866
618	230981.8306
619	230953.1405
620	230916.6471
621	230858.64
622	230811.8749
623	230763.0137
624	230719.2857
625	230669.7328
626	230648.4479
627	230607.3494
628	230554.9388
629	230531.8478
630	230482.9439
631	230444.5933
632	230421.9361
633	230367.5624
634	230297.559
635	230264.3649
636	230233.7488
637	230185.1346
638	230142.7121
639	230069.4476
640	230049.8134
641	230013.468
642	229967.3471
643	229937.2489
644	229893.2532
645	229875.3273
646	229811.8898
647	229793.0135
648	229719.1995
649	229685.6223
650	229643.9849
651	229595.2144
652	229547.1753
653	229513.6878
654	229463.8424
655	229407.2551
656	229370.3404
657	229338.1205
658	229295.4405
659	229248.1017
660	229190.4275
661	229129.1726
662	229076.9978
663	229020.4117
664	228986.4163
665	228938.1692
666	228918.7302
667	228878.5927
668	228849.7207
669	228781.5628
670	228734.9647
671	228701.1353
672	228637.756
673	228588.7466
674	228520.1877
675	228476.5332
676	228428.5933
677	228391.7355
678	228364.8192
679	228324.9366
680	228274.0076
681	228223.115
682	228172.9782
683	228111.0266
684	228080.4291
685	228034.4608
686	227998.5059
687	227951.2661
688	227904.3098
689	227842.0911
690	227788.9669
691	227726.0813
692	227679.1704
693	227632.7975
694	227601.0972
695	227551.1575
696	227499.2917
697	227469.2121
698	227407.0515
699	227344.0055
700	227298.6014
701	227273.4905
702	227220.1326
703	227158.9698
704	227087.8572
705	227046.0671
706	227013.1531
707	226961.9177
708	226925.0916
709	226849.3975
710	226818.4487
711	226766.5325
712	226721.5579
713	226663.4533
714	226602.8533
715	226548.0505
716	226511.147
717	226468.5984
718	226427.4342
719	226373.6949
720	226330.7293
721	226273.9976
722	226242.0333
723	226212.7589
724	226162.5922
725	226141.3154
726	226091.7647
727	226014.1208
728	225942.4137
729	225918.6584
730	225887.8778
731	225849.7235
732	225815.6868
733	225777.6766
734	225741.6236
735	225690.0054
736	225633.7918
737	225580.4019
738	225540.7218
739	225504.0566
740	225479.2661
741	225443.127
742	225410.7909
743	225361.8702
744	225327.039
745	225265.6991
746	225231.057
747	225207.1406
748	225152.7008
749	225127.6992
750	225096.9572
751	225060.0519
752	225039.5336
753	225003.7764
754	224963.5479
755	224905.1213
756	224843.2413
757	224809.3171
758	224777.1854
759	224733.1591
760	224687.73
761	224630.6221
762	224608.5992
763	224573.8008
764	224540.1438
765	224495.5707
766	224454.2394
767	224418.4245
768	224376.8611
769	224358.8853
770	224321.3598
771	224283.1402
772	224259.8909
773	224225.2936
774	224193.6841
775	224154.2035
776	224110.419
777	224055.2124
778	224024.9656
779	223977.2742
780	223933.3646
781	223894.7362
782	223862.8826
783	223829.7449
784	223790.6103
785	223767.826
786	223698.0009
787	223670.4936
788	223593.3553
789	223576.384
790	223553.8359
791	223530.8023
792	223502.2862
793	223479.2779
794	223454.5206
795	223422.2219
796	223392.0076
797	223350.0535
798	223315.3742
799	223285.1815
800	223243.8203
801	223171.1335
802	223140.6613
803	223111.7319
804	223077.3088
805	223025.8542
806	222974.6319
807	222950.9018
808	222909.5815
809	222871.6522
810	222820.7475
811	222788.7289
812	222765.6134
813	222738.7965
814	222706.9538
815	222669.7544
816	222628.2207
817	222591.966
818	222564.9217
819	222545.959
820	222500.2715
821	222465.6573
822	222424.8794
823	222408.1061
824	222359.3301
825	222323.1643
826	222288.8902
827	222248.2025
828	222216.509
829	222184.7964
830	222163.2925
831	222136.6326
832	222106.1498
833	222055.0189
834	222021.6888
835	221962.1852
836	221930.7338
837	221898.6119
838	221861.7439
839	221835.3749
840	221808.1755
841	221774.2115
842	221749.0408
843	221720.6513
844	221680.9979
845	221636.9617
846	221565.6057
847	221545.6788
848	221517.7033
849	221476.7857
850	221411.175
851	221365.3914
852	221341.2376
853	221295.4411
854	221264.2713
855	221238.9417
856	221209.5356
857	221176.846
858	221156.5942
859	221115.0451
860	221060.7113
861	221023.0195
862	220984.4544
863	220955.2306
864	220896.7326
865	220863.4835
866	220824.7309
867	220787.3892
868	220739.9726
869	220699.0463
870	220653.1761
871	220605.3986
872	220563.3815
873	220532.1691
874	220522.0174
875	220481.5102
876	220452.2013
877	220430.8491
878	220395.6829
879	220368.5327
880	220327.7029
881	220286.7707
882	220263.8272
883	220221.5911
884	220164.9148
885	220140.2959
886	220120.1006
887	220096.8756
888	220065.5527
889	220042.1004
890	219998.1436
891	219964.3872
892	219941.2831
893	219926.2047
894	219897.5398
895	219886.0032
896	219861.1199
897	219830.4526
898	219790.252
899	219747.5705
900	219703.5549
901	219657.7422
902	219618.9273
903	219584.9411
904	219550.3962
905	219513.3737
906	219485.0433
907	219448.1936
908	219421.7983
909	219366.8405
910	219347.6365
911	219320.3342
912	219286.1711
913	219246.6357
914	219184.5424
915	219150.4516
916	219136.6525
917	219098.1158
918	219073.689
919	219050.6841
920	219025.4267
921	218987.1586
922	218951.3057
923	218882.5573
924	218847.3734
925	218807.0714
926	218793.1229
927	218762.831
928	218733.769
929	218702.0532
930	218677.165
931	218646.323
932	218613.5378
933	218586.7537
934	218552.0682
935	218499.86
936	218468.4406
937	218432.0071
938	218401.0377
939	218364.3594
940	218324.9031
941	218274.6079
942	218227.7979
943	218195.8265
944	218178.6817
945	218157.2199
946	218121.5744
947	218082.848
948	218047.8707
949	218001.8332
950	217982.9031
951	217942.0398
952	217916.6309
953	217893.7784
954	217878.8496
955	217835.3407
956	217786.8242
957	217760.174
958	217711.1392
959	217672.9677
960	217646.6443
961	217628.7371
962	217602.9303
963	217583.5964
964	217563.2166
965	217538.63
966	217511.7707
967	217479.7493
968	217441.6343
969	217411.3483
970	217383.4327
971	217334.9943
972	217305.4397
973	217270.9124
974	217249.6728
975	217218.7259
976	217190.7875
977	217159.4588
978	217125.8898
979	217073.2006
980	217032.3164
981	217005.6727
982	216952.243
983	216916.6021
984	216885.7547
985	216863.3407
986	216848.4695
987	216820.3765
988	216798.2233
989	216776.498
990	216741.2962
991	216723.2082
992	216703.8743
993	216672.404
994	216632.3811
995	216593.7973
996	216563.2472
997	216524.4239
998	216496.6666
999	216444.4781
1000	216389.0271
1001	216341.2359
1002	216307.7365
1003	216253.6535
1004	216222.5815
1005	216191.7474
1006	216163.5108
1007	216140.553
1008	216111.9331
1009	216074.51
1010	216045.4692
1011	216023.9976
1012	216001.1317
1013	215980.4044
1014	215944.1697
1015	215906.909
1016	215888.8324
1017	215835.8269
1018	215804.6192
1019	215778.3429
1020	215759.6624
1021	215700.4329
1022	215675.2872
1023	215642.0625
1024	215623.7076
1025	215578.23
1026	215517.1206
1027	215464.7485
1028	215464.1086
1029	215445.8012
1030	215402.774
1031	215345.9747
1032	215320.8453
1033	215285.9406
1034	215262.5706
1035	215247.5657
1036	215219.5849
1037	215202.3307
1038	215158.1641
1039	215116.0774
1040	215080.3113
1041	215023.6615
1042	215011.1039
1043	214989.4204
1044	214951.9991
1045	214931.6281
1046	214915.2017
1047	214914.5823
1048	214894.3263
1049	214870.1825
1050	214839.7916
1051	214806.0933
1052	214781.5274
1053	214760.4251
1054	214732.9326
1055	214687.5687
1056	214657.8591
1057	214627.852
1058	214627.2451
1059	214599.6622
1060	214574.377
1061	214553.81
1062	214516.7153
1063	214493.2604
1064	214463.0677
1065	214425.6691
1066	214375.3633
1067	214350.2671
1068	214310.3583
1069	214286.7172
1070	214244.5108
1071	214230.3161
1072	214211.4758
1073	214198.8487
1074	214170.493
1075	214169.6689
1076	214122.5943
1077	214089.0496
1078	214057.8803
1079	214036.2665
1080	214022.6763
1081	213990.958
1082	213963.5692
1083	213942.2976
1084	213890.7096
1085	213843.3688
1086	213816.5808
1087	213788.8438
1088	213788.2648
1089	213778.0687
1090	213763.4876
1091	213709.5647
1092	213682.6394
1093	213659.6703
1094	213642.9837
1095	213590.9052
1096	213556.5707
1097	213541.3143
1098	213508.7547
1099	213496.2593
1100	213451.9877
1101	213428.8051
1102	213401.4771
1103	213381.4978
1104	213350.1139
1105	213305.2208
1106	213277.9563
1107	213258.3891
1108	213213.4791
1109	213164.4172
1110	213150.2666
1111	213120.3851
1112	213092.0728
1113	213079.5515
1114	213052.5467
1115	213051.7603
1116	213004.0514
1117	212993.9089
1118	212973.3453
1119	212957.7632
1120	212935.4145
1121	212888.0177
1122	212855.864
1123	212809.397
1124	212788.4282
1125	212767.7723
1126	212742.4131
1127	212696.6867
1128	212665.2781
1129	212620.6409
1130	212603.9961
1131	212588.5436
1132	212551.9799
1133	212528.7366
1134	212507.0078
1135	212506.4471
1136	212472.7446
1137	212431.003
1138	212404.2848
1139	212381.5329
1140	212359.5456
1141	212358.9927
1142	212347.8184
1143	212316.3681
1144	212278.0238
1145	212248.779
1146	212200.4736
1147	212153.3149
1148	212129.1953
1149	212087.2588
1150	212060.0823
1151	212042.1413
1152	212022.6373
1153	211995.9607
1154	211968.053
1155	211941.42
1156	211922.6543
1157	211864.5555
1158	211837.137
1159	211796.7123
1160	211765.3801
1161	211746.1518
1162	211723.4938
1163	211693.812
1164	211684.3222
1165	211651.7768
1166	211625.6361
1167	211611.0346
1168	211591.7257
1169	211581.3087
1170	211557.0927
1171	211521.5141
1172	211510.1634
1173	211509.6746
1174	211484.6635
1175	211445.8958
1176	211433.8711
1177	211403.5777
1178	211377.9218
1179	211344.0101
1180	211303.3044
1181	211274.4631
1182	211224.793
1183	211205.2233
1184	211183.089
1185	211166.1108
1186	211134.1494
1187	211133.626
1188	211123.3904
1189	211095.6921
1190	211043.7909
1191	211010.0413
1192	210964.6547
1193	210944.1311
1194	210920.7461
1195	210878.037
1196	210857.6168
1197	210833.2205
1198	210802.8245
1199	210775.8543
1200	210739.2605
1201	210708.1008
1202	210693.1436
1203	210652.7346
1204	210635.2484
1205	210596.8313
1206	210577.7208
1207	210557.3046
1208	210529.023
1209	210503.9818
1210	210495.9672
1211	210466.2033
1212	210429.696
1213	210407.8954
1214	210377.4843
1215	210371.1662
1216	210360.0533
1217	210342.2974
1218	210317.0272
1219	210297.9533
1220	210284.3007
1221	210239.2483
1222	210195.9163
1223	210182.5796
1224	210159.8094
1225	210122.0142
1226	210094.2719
1227	210071.0681
1228	210052.0172
1229	210026.4843
1230	209991.0286
1231	209962.5078
1232	209949.3286
1233	209933.1261
1234	209900.779
1235	209879.2819
1236	209837.6496
1237	209825.2501
1238	209802.7588
1239	209771.7592
1240	209745.976
1241	209727.6469
1242	209715.0631
1243	209690.2539
1244	209653.9614
1245	209636.5244
1246	209595.5321
1247	209577.7876
1248	209569.8843
1249	209541.9358
1250	209517.7527
1251	209508.9641
1252	209480.9366
1253	209456.2106
1254	209426.7014
1255	209414.5892
1256	209386.0193
1257	209368.2914
1258	209367.8495
1259	209344.5462
1260	209303.0806
1261	209244.3505
1262	209202.1399
1263	209163.4058
1264	209124.2014
1265	209100.9042
1266	209089.7905
1267	209071.3163
1268	209058.4989
1269	209034.9071
1270	209011.3694
1271	208971.0232
1272	208950.6181
1273	208926.1354
1274	208913.1987
1275	208888.6839
1276	208859.9027
1277	208851.7516
1278	208838.495
1279	208806.4894
1280	208789.0749
1281	208769.8976
1282	208748.6028
1283	208706.9219
1284	208691.2254
1285	208670.6405
1286	208656.9597
1287	208607.7609
1288	208573.3071
1289	208550.0656
1290	208549.6311
1291	208511.02
1292	208493.1988
1293	208474.4629
1294	208457.3038
1295	208426.624
1296	208408.139
1297	208365.1006
1298	208315.6185
1299	208294.1462
1300	208272.6435
1301	208248.0865
1302	208203.3456
1303	208187.6406
1304	208165.7257
1305	208130.7006
1306	208130.2748
1307	208094.3124
1308	208055.7696
1309	208055.3143
1310	208040.6017
1311	207990.6227
1312	207971.0709
1313	207958.1054
1314	207913.5622
1315	207896.7893
1316	207873.1564
1317	207831.7528
1318	207790.5994
1319	207768.4901
1320	207734.1076
1321	207684.7881
1322	207678.6711
1323	207652.5734
1324	207636.8021
1325	207610.9942
1326	207591.054
1327	207560.9298
1328	207538.0264
1329	207511.7552
1330	207488.9359
1331	207455.2989
1332	207435.6805
1333	207428.9565
1334	207411.9842
1335	207388.6243
1336	207376.3353
1337	207357.14
1338	207356.7335
1339	207330.3575
1340	207289.238
1341	207288.8374
1342	207246.1098
1343	207220.0654
1344	207193.3367
1345	207156.5211
1346	207140.0627
1347	207115.8849
1348	207091.042
1349	207068.7653
1350	207046.6802
1351	207025.5111
1352	206993.6641
1353	206958.3277
1354	206933.3051
1355	206921.0581
1356	206906.7312
1357	206894.0513
1358	206861.7329
1359	206824.0384
1360	206823.6409
1361	206789.7621
1362	206771.2804
1363	206755.185
1364	206747.3584
1365	206725.7848
1366	206707.5227
1367	206678.3662
1368	206645.0783
1369	206618.4062
1370	206618.0208
1371	206602.5875
1372	206585.8169
1373	206562.5125
1374	206540.8644
1375	206502.4713
1376	206480.2534
1377	206444.3408
1378	206415.6307
1379	206388.5616
1380	206372.0718
1381	206356.1476
1382	206326.1045
1383	206318.4318
1384	206294.9207
1385	206266.4113
1386	206230.6505
1387	206215.4386
1388	206189.9106
1389	206176.8713
1390	206145.2711
1391	206120.6031
1392	206089.1131
1393	206064.4255
1394	206044.7488
1395	206022.7139
1396	206006.3205
1397	205995.2114
1398	205976.8227
1399	205976.4174
1400	205970.7654
1401	205945.9346
1402	205928.1421
1403	205888.1015
1404	205862.3568
1405	205831.5812
1406	205812.191
1407	205804.143
1408	205783.8824
1409	205757.509
1410	205746.9115
1411	205713.8784
1412	205703.2959
1413	205685.1366
1414	205669.2234
1415	205632.5079
1416	205616.3138
1417	205604.2374
1418	205575.9002
1419	205548.8015
1420	205524.0601
1421	205483.6701
1422	205464.3158
1423	205433.6279
1424	205399.1302
1425	205364.6693
1426	205343.0094
1427	205310.0378
1428	205309.6718
1429	205294.4486
1430	205256.6698
1431	205235.0401
1432	205219.6083
1433	205196.6344
1434	205172.2978
1435	205148.2526
1436	205123.7179
1437	205109.6805
1438	205085.5055
1439	205075.8059
1440	205059.5602
1441	205033.1956
1442	205022.612
1443	204991.4766
1444	204976.7505
1445	204964.5789
1446	204938.464
1447	204938.1036
1448	204918.5218
1449	204878.6582
1450	204859.0005
1451	204858.6464
1452	204829.8008
1453	204817.9368
1454	204798.0008
1455	204763.3972
1456	204744.8238
1457	204732.6755
1458	204711.2679
1459	204710.9185
1460	204677.3985
1461	204655.4987
1462	204630.0101
1463	204596.4057
1464	204575.2949
1465	204564.8845
1466	204533.7864
1467	204524.2401
1468	204488.997
1469	204452.0515
1470	204417.2319
1471	204399.7142
1472	204391.7079
1473	204385.9172
1474	204362.1523
1475	204340.3821
1476	204327.9345
1477	204304.263
1478	204294.5199
1479	204283.8676
1480	204263.8167
1481	204235.9693
1482	204221.2262
1483	204180.7751
1484	204173.9886
1485	204150.1522
1486	204142.7835
1487	204129.1021
1488	204108.7262
1489	204097.6585
1490	204063.5258
1491	204046.7781
1492	204019.2003
1493	204007.4191
1494	203994.7184
1495	203989.0704
1496	203965.3209
1497	203942.6523
1498	203937.2155
1499	203936.8767
1500	203917.8056
1501	203897.485
1502	203869.7467
1503	203839.9123
1504	203833.7531
1505	203815.5765
1506	203782.185
1507	203776.687
1508	203770.1298
1509	203737.6626
1510	203716.2181
1511	203697.9536
1512	203675.5246
1513	203656.831
1514	203638.156
1515	203627.884
1516	203627.5336
1517	203604.7905
1518	203585.5186
1519	203562.376
1520	203544.6453
1521	203522.7846
1522	203521.9795
1523	203489.9386
1524	203487.3804
1525	203463.5632
1526	203449.2953
1527	203419.9068
1528	203395.9776
1529	203355.437
1530	203335.525
1531	203309.465
1532	203292.2192
1533	203273.0804
1534	203263.5261
1535	203226.6623
1536	203214.5331
1537	203185.4747
1538	203167.1976
1539	203132.422
1540	203104.5645
1541	203066.1189
1542	203065.795
1543	203047.0734
1544	203033.9282
1545	203021.2528
1546	202998.4237
1547	202976.7269
1548	202940.5411
1549	202932.1753
1550	202914.5943
1551	202882.7754
1552	202854.155
1553	202823.5599
1554	202800.9257
1555	202794.115
1556	202782.4883
1557	202769.4025
1558	202742.4587
1559	202711.5805
1560	202683.3277
1561	202669.0806
1562	202657.1841
1563	202642.4676
1564	202613.8408
1565	202576.7165
1566	202547.6377
1567	202525.402
1568	202513.1612
1569	202496.4002
1570	202478.0054
1571	202468.0946
1572	202456.9419
1573	202447.2087
1574	202433.0692
1575	202408.6506
1576	202382.5985
1577	202365.0835
1578	202351.3868
1579	202316.6356
1580	202291.9704
1581	202258.4309
1582	202239.6303
1583	202222.7848
1584	202203.4421
1585	202194.327
1586	202180.424
1587	202164.0822
1588	202152.5359
1589	202152.0829
1590	202119.027
1591	202104.184
1592	202082.7229
1593	202066.4137
1594	202046.4356
1595	202037.0793
1596	202005.7018
1597	201984.6741
1598	201963.1624
1599	201944.0923
1600	201924.7715
1601	201891.8226
1602	201882.2548
1603	201858.3289
1604	201823.947
1605	201791.3015
1606	201766.0638
1607	201752.8135
1608	201742.1825
1609	201724.3279
1610	201713.5024
1611	201702.4646
1612	201673.292
1613	201655.8311
1614	201628.0521
1615	201607.3112
1616	201589.3256
1617	201570.54
1618	201546.2388
1619	201540.8962
1620	201520.7896
1621	201502.8833
1622	201485.3162
1623	201469.5565
1624	201452.1962
1625	201435.0179
1626	201408.4086
1627	201382.9578
1628	201368.8687
1629	201341.5018
1630	201314.155
1631	201311.6062
1632	201286.278
1633	201276.2251
1634	201263.3482
1635	201255.3738
1636	201229.2774
1637	201202.9263
1638	201183.5346
1639	201166.2035
1640	201139.6481
1641	201123.6572
1642	201121.0277
1643	201120.7441
1644	201092.405
1645	201082.2228
1646	201070.8247
1647	201043.7382
1648	201012.6253
1649	201001.4489
1650	200992.8518
1651	200985.3988
1652	200961.9533
1653	200960.9224
1654	200949.756
1655	200923.1958
1656	200891.1195
1657	200878.8154
1658	200863.8222
1659	200834.8892
1660	200821.0129
1661	200810.3755
1662	200781.2487
1663	200761.7464
1664	200737.7366
1665	200723.2584
1666	200698.675
1667	200670.5861
1668	200647.4904
1669	200631.1493
1670	200624.5158
1671	200605.5036
1672	200581.8618
1673	200551.994
1674	200538.9211
1675	200533.5865
1676	200513.0091
1677	200500.1733
1678	200493.383
1679	200485.0231
1680	200467.0272
1681	200440.3127
1682	200430.9328
